dataset,target_size,algorithm,time,oa,aa,k,selected_bands,selected_weights
indian_pines,15,bsdrattn,5.436,0.742,0.709,0.709,19|24|41|68|112|121|125|126|127|128|140|149|160|161|180,0.24406838417053223|6.3929139287211e-05|3.0291905403137207|0.8064231872558594|3.9819040298461914|0.0003861628647428006|2.6885616779327393|25.376995086669922|0.03927036374807358|7.702785015106201|0.14390680193901062|1.3763672541244887e-05|0.00020130493794567883|9.71440315246582|7.649319171905518
indian_pines,16,bsdrattn,5.518,0.709,0.67,0.67,16|23|50|64|78|80|81|84|114|125|127|128|143|149|163|178,7.773059041937813e-05|1.2531090760603547e-05|11.285837173461914|0.14952315390110016|3.3784235711209476e-05|1.7375128663843498e-05|3.4126319885253906|5.552465915679932|4.001452445983887|0.16821402311325073|0.00019641767721623182|0.00019988391431979835|5.4208983783610165e-05|5.822860657644924e-06|1.5787121057510376|13.590354919433594
indian_pines,17,bsdrattn,5.807,0.7,0.658,0.658,16|28|31|50|51|58|70|76|86|88|89|107|125|127|128|160|166,24.80455780029297|1.2018020153045654|1.4186310768127441|1.001607060432434|0.047414056956768036|38.512603759765625|112.19881439208984|48.0792236328125|3.2649102210998535|0.06544717401266098|14.35154914855957|107.24505615234375|4.542078018188477|2.361150026321411|0.3040684461593628|120.56609344482422|64.4356689453125
indian_pines,18,bsdrattn,5.945,0.737,0.711,0.711,14|26|37|50|51|52|54|66|79|80|82|126|127|128|147|149|162|179,0.009732970967888832|13.375513076782227|7.378003120422363|0.13787460327148438|0.0011868346482515335|0.00038969673914834857|0.040484827011823654|0.09458038210868835|0.013387570157647133|0.011211097240447998|0.0014313494320958853|0.0024773464538156986|20.13111114501953|1.2214035450597294e-05|0.8361772298812866|0.2759992182254791|0.002722890116274357|0.0014409450814127922
indian_pines,19,bsdrattn,6.183,0.711,0.684,0.684,25|28|34|44|49|51|55|63|64|66|67|69|79|99|100|127|128|133|149,10.507293701171875|0.002027306705713272|1.3513538837432861|0.008262760937213898|0.004265677183866501|0.005940848030149937|0.0043060630559921265|16.875699996948242|11.190840721130371|18.49262046813965|0.009116705507040024|7.70713996887207|3.846806287765503|5.4733991622924805|2.221750020980835|0.00018048426136374474|0.006075242999941111|0.004883003421127796|0.0033141353633254766
indian_pines,20,bsdrattn,6.152,0.752,0.72,0.72,10|24|30|34|44|48|61|66|69|98|101|110|124|126|127|128|132|159|179|181,0.04080311581492424|0.005082760471850634|0.03605806082487106|8.078211784362793|8.125547409057617|8.040327072143555|9.850086212158203|6.406246185302734|0.015549523755908012|0.0490807481110096|0.01782318204641342|2.4596810340881348|0.018198471516370773|13.114848136901855|0.02414928376674652|0.04195552319288254|0.040214426815509796|0.058995917439460754|0.03664296120405197|18.455385208129883
indian_pines,21,bsdrattn,6.223,0.73,0.707,0.707,13|17|24|50|53|55|63|65|66|68|72|80|81|99|109|119|127|128|160|161|181,0.0003111152909696102|0.0016029963735491037|0.0008401398081332445|17.71687126159668|0.0007619944517500699|15.700685501098633|0.0005960182752460241|0.02043236419558525|0.0007516113109886646|0.019451376050710678|0.09854382276535034|0.1464414894580841|0.00010061611828859895|3.733166456222534|8.469825744628906|0.0005883957492187619|0.0007863172795623541|0.0004900932544842362|0.0007591366884298623|12.28961181640625|7.908048629760742
indian_pines,22,bsdrattn,6.594,0.73,0.692,0.692,14|22|23|28|33|50|52|54|63|66|69|75|81|84|101|126|127|128|131|138|159|160,9.645934104919434|0.0010554434265941381|4.0098724365234375|3.074986457824707|0.00013772930833511055|0.0005964787560515106|17.918657302856445|6.022763252258301|0.00014456614735536277|12.967466354370117|9.24020932870917e-05|7.698658009758219e-05|0.0004992951871827245|0.0005355653702281415|9.721926471684128e-05|6.003155708312988|10.737098693847656|0.00040569709381088614|2.9903202056884766|0.0001631423510843888|0.00033157182042486966|0.0003054866101592779
indian_pines,23,bsdrattn,6.524,0.677,0.63,0.63,19|24|27|39|44|55|64|65|66|69|71|85|103|108|109|113|121|123|124|128|129|130|149,0.003503249492496252|0.16924819350242615|0.0014152314979583025|16.3533935546875|0.001590859959833324|0.0003378617111593485|0.6898535490036011|23.97316551208496|0.00035350979305803776|0.00041103834519162774|5.405714511871338|20.22123146057129|0.08011650294065475|0.0003455964324530214|0.0004984470433555543|0.9786877632141113|0.002773477928712964|0.004442636389285326|0.0015568159287795424|6.285985000431538e-05|0.00021603991626761854|15.064249038696289|0.030649567022919655
indian_pines,24,bsdrattn,6.534,0.741,0.712,0.712,6|19|24|47|49|51|53|55|67|69|72|78|81|98|108|111|123|124|126|127|130|134|165|179,19.946319580078125|48.476341247558594|4.484696865081787|0.02061273157596588|0.008101084269583225|0.011333566159009933|0.022391879931092262|0.03200829401612282|0.01427057571709156|8.54022216796875|0.0008524224977008998|0.003310615196824074|0.2683291733264923|11.360970497131348|0.011163007467985153|0.011913666501641273|10.437620162963867|0.03804086148738861|4.775243282318115|4.8861613273620605|0.02086094208061695|1.192911148071289|51.811279296875|6.546971321105957
indian_pines,25,bsdrattn,6.78,0.723,0.689,0.689,19|27|47|49|52|54|65|66|70|81|83|95|97|99|107|108|113|114|119|125|126|127|128|131|164,0.00958093348890543|0.6282529830932617|0.008363503031432629|0.22979271411895752|0.041153959929943085|0.02062363177537918|22.52153778076172|0.0021394062787294388|10.068662643432617|0.13560780882835388|0.4473596215248108|0.047011930495500565|0.016637971624732018|7.026285648345947|0.021705759689211845|0.031676337122917175|0.021973533555865288|0.02243014983832836|0.013567020185291767|0.014741999097168446|0.04025899991393089|16.348249435424805|0.056586720049381256|0.00573080126196146|0.036635711789131165
indian_pines,26,bsdrattn,6.679,0.751,0.717,0.717,19|27|32|37|41|42|43|49|53|63|66|67|72|79|81|89|114|121|125|129|130|133|139|148|163|171,27.790876388549805|0.013010770082473755|0.005268470849841833|0.007306045852601528|0.4154951572418213|0.02625325508415699|0.0013009565882384777|0.0007058808114379644|0.0065178354270756245|0.008036970160901546|30.090784072875977|4.2868829041253775e-05|27.548616409301758|48.57289123535156|0.0026833026204258204|9.494678497314453|17.37883949279785|28.326881408691406|0.1020820140838623|0.007579935248941183|0.005517713725566864|0.012482186779379845|0.01969500444829464|0.027671311050653458|0.7176982760429382|25.24449920654297
indian_pines,27,bsdrattn,6.913,0.717,0.676,0.676,22|26|32|38|41|50|53|55|58|69|70|72|79|80|81|86|99|100|105|118|126|127|128|143|149|158|178,0.016514616087079048|0.009291901253163815|19.746641159057617|0.009848703630268574|0.004782394506037235|31.571632385253906|0.005331059917807579|0.007909119129180908|10.0504789352417|13.575846672058105|0.1740199625492096|0.012011293321847916|6.877459526062012|0.00529486546292901|0.01580911874771118|0.00207644235342741|0.015165967866778374|0.011094247922301292|6.281871795654297|0.0021337545476853848|2.022878408432007|0.004118963144719601|4.959435939788818|0.0087605444714427|0.018723033368587494|0.08603504300117493|0.015326663851737976
indian_pines,28,bsdrattn,6.926,0.743,0.705,0.705,22|28|30|35|40|45|49|50|52|53|55|64|66|68|73|78|81|85|86|100|107|126|129|146|148|160|165|177,0.03216695040464401|0.01666291616857052|0.10226429998874664|0.025845307856798172|0.025596126914024353|0.0032550329342484474|7.905969619750977|0.03447259962558746|0.04053272306919098|1.2361116409301758|0.04813431575894356|3.667881488800049|18.842573165893555|4.2144575119018555|12.178827285766602|0.03395482152700424|0.024598048999905586|21.858013153076172|0.13354679942131042|2.5780680179595947|13.643454551696777|0.10280844569206238|0.049202460795640945|0.01987263187766075|0.012990113347768784|9.627561569213867|1.3856549263000488|0.03122742474079132
indian_pines,29,bsdrattn,7.351,0.721,0.671,0.671,23|28|31|39|43|44|45|49|60|66|70|72|73|76|92|96|100|109|110|113|115|125|126|128|131|133|134|149|160,0.033186402171850204|0.009924463927745819|0.015465658158063889|0.056689344346523285|0.034172192215919495|0.015698688104748726|5.807486534118652|0.014874362386763096|36.768646240234375|0.2658263146877289|0.09103786945343018|3.078791856765747|0.026469623669981956|0.029293611645698547|0.11148005723953247|14.356016159057617|0.23510901629924774|0.04637176916003227|1.9967361688613892|0.31818148493766785|7.0459885597229|0.007098136004060507|0.010491030290722847|0.06045727804303169|0.015705499798059464|5.058351993560791|0.06713172048330307|0.010302934795618057|0.008972926065325737
indian_pines,30,bsdrattn,7.477,0.744,0.707,0.707,19|25|26|32|36|39|44|50|54|65|68|80|84|92|100|111|115|116|117|118|119|122|125|128|135|136|138|141|161|169,0.09486985206604004|0.00305675296112895|0.025691505521535873|0.07624179124832153|0.10634858906269073|0.15624049305915833|0.010906216688454151|1.2596607208251953|0.05146724730730057|1.8199899196624756|0.0847017914056778|4.041707992553711|14.45726490020752|0.045978955924510956|7.625459671020508|0.13280951976776123|0.09469067305326462|9.314229011535645|0.017499709501862526|0.037835583090782166|0.08367271721363068|0.07158207148313522|0.07887856662273407|7.874873161315918|0.04671323299407959|0.042775992304086685|1.2570617198944092|0.09630285203456879|0.055578310042619705|4.761893272399902
